relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
disease_disease,parent-child,38567,20231,disease,cardiac disease with cataract,MONDO,29649,8922,disease,Sengers syndrome,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,31003,8965,disease,CHARGE syndrome,MONDO
disease_disease,parent-child,36671,43008,disease,genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,MONDO,27309,9008,disease,heart defect - tongue hamartoma - polysyndactyly syndrome,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,30952,9098,disease,dextrocardia with unusual facies and microphthalmia,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,32052,9159,disease,"Ehlers-Danlos syndrome, cardiac valvular type",MONDO
disease_disease,parent-child,30606,7842_20066_20521_20522,disease,Ehlers-Danlos syndrome,MONDO_grouped,32052,9159,disease,"Ehlers-Danlos syndrome, cardiac valvular type",MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,32108,9162,disease,Ellis-van Creveld syndrome,MONDO
disease_disease,parent-child,37662,470,disease,endocardium disease,MONDO,28131,9169,disease,endocardial fibroelastosis,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,31895,9170,disease,endocardial fibroelastosis and coarctation of abdominal aorta,MONDO
disease_disease,parent-child,38189,20042,disease,"syndrome with 46,XY disorder of sex development",MONDO,30694,9270,disease,genito-palato-cardiac syndrome,MONDO
disease_disease,parent-child,35748,24623_18751,disease,otorhinolaryngologic disease,MONDO_grouped,30694,9270,disease,genito-palato-cardiac syndrome,MONDO
disease_disease,parent-child,35438,23603,disease,hereditary connective tissue disorder,MONDO,30694,9270,disease,genito-palato-cardiac syndrome,MONDO
disease_disease,parent-child,36671,43008,disease,genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,MONDO,30694,9270,disease,genito-palato-cardiac syndrome,MONDO
disease_disease,parent-child,37898,15335,disease,orofacial clefting syndrome,MONDO,30694,9270,disease,genito-palato-cardiac syndrome,MONDO
disease_disease,parent-child,33586,465,disease,atrioventricular block (disease),MONDO,29836,9326,disease,congenital heart block,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,28308,9327,disease,"heart, malformation of",MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,28308,9327,disease,"heart, malformation of",MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,28598,9343,disease,"Hirschsprung disease with ulnar polydactyly, polysyndactyly of big toes, and ventricular septal defect",MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,28277,9511,disease,"Larsen-like syndrome, B3GAT3 type",MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,29876,9587,disease,mesoaxial hexadactyly and cardiac malformation,MONDO
disease_disease,parent-child,38715,17129,disease,inherited cardiac tumor,MONDO,27881,9719,disease,familial atrial myxoma,MONDO
disease_disease,parent-child,33673,1370,disease,pericardial effusion (disease),MONDO,31269,9847,disease,"pericardial effusion, chronic",MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,31269,9847,disease,"pericardial effusion, chronic",MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,30639,9856,disease,Peters plus syndrome,MONDO
disease_disease,parent-child,38650,16325,disease,glycogen storage disease with hypertrophic cardiomyopathy,MONDO,31855,9867,disease,lethal congenital glycogen storage disease of heart,MONDO
disease_disease,parent-child,28052,13412_13200_12112_7268_11843_13474_13475_13477_10946_12799_8647_12804_13455_14883_13852_13197_7267_13195_12111_13369_7266_13476_5045,disease,hypertrophic cardiomyopathy,MONDO_grouped,31855,9867,disease,lethal congenital glycogen storage disease of heart,MONDO
disease_disease,parent-child,27292,9294_13291_10598_13091_10362_9868_9295_9293_9290_9291_2413_2412,disease,glycogen storage disease,MONDO_grouped,31855,9867,disease,lethal congenital glycogen storage disease of heart,MONDO
disease_disease,parent-child,36671,43008,disease,genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,MONDO,31977,9900,disease,polysyndactyly-cardiac malformation syndrome,MONDO
disease_disease,parent-child,38755,20291,disease,hypoplastic right heart syndrome,MONDO,30358,9931,disease,pulmonary atresia-intact ventricular septum syndrome,MONDO
disease_disease,parent-child,38173,16229,disease,genetic vascular anomaly,MONDO,30358,9931,disease,pulmonary atresia-intact ventricular septum syndrome,MONDO
disease_disease,parent-child,38756,20287,disease,pulmonary artery or pulmonary branch anomaly,MONDO,30358,9931,disease,pulmonary atresia-intact ventricular septum syndrome,MONDO
disease_disease,parent-child,38045,17131,disease,genetic cardiac anomaly,MONDO,31396,10029,disease,situs inversus,MONDO
disease_disease,parent-child,35512,2320,disease,congenital nervous system disorder,MONDO,30832,10039,disease,congenital heart defect-round face-developmental delay syndrome,MONDO
disease_disease,parent-child,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO,30832,10039,disease,congenital heart defect-round face-developmental delay syndrome,MONDO
disease_disease,parent-child,35445,508,disease,syndromic intellectual disability,MONDO,30832,10039,disease,congenital heart defect-round face-developmental delay syndrome,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,28915,10166,disease,ulnar agenesis and endocardial fibroelastosis,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,29542,10179,disease,isolated right ventricular hypoplasia,MONDO
disease_disease,parent-child,38755,20291,disease,hypoplastic right heart syndrome,MONDO,29542,10179,disease,isolated right ventricular hypoplasia,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,31091,10199,disease,white forelock with malformations,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,31712,10221,disease,CHIME syndrome,MONDO
disease_disease,parent-child,28816,14966_32588_30061_14240_20341,disease,periventricular nodular heterotopia,MONDO_grouped,31836,10233,disease,"heterotopia, periventricular, X-linked dominant",MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,97690,10331_11817_12009_12010_12147_12585_12628_12788_13765,disease,"coronary heart disease, susceptibility to",MONDO_grouped
disease_disease,parent-child,36187,5010,disease,coronary artery disease,MONDO,97690,10331_11817_12009_12010_12147_12585_12628_12788_13765,disease,"coronary heart disease, susceptibility to",MONDO_grouped
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,97692,10439,disease,"cardiomyopathy, fatal fetal, due to myocardial calcification",MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,32155,10473,disease,X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome,MONDO
disease_disease,parent-child,38443,20119,disease,X-linked syndromic intellectual disability,MONDO,32155,10473,disease,X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome,MONDO
disease_disease,parent-child,31181,11486_12279_19950_20121_23595_18281,disease,muscular dystrophy,MONDO_grouped,30461,10675,disease,"muscular dystrophy, cardiac type",MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,30719,10711,disease,tarp syndrome,MONDO
disease_disease,parent-child,38848,15989,disease,congenital valvular dysplasia,MONDO,30691,10753,disease,"cardiac valvular dysplasia, X-linked",MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,32712,10771,disease,histiocytoid cardiomyopathy,MONDO
disease_disease,parent-child,33575,5015,disease,diabetes mellitus (disease),MONDO,30063,10802,disease,pancreatic hypoplasia-diabetes-congenital heart disease syndrome,MONDO
disease_disease,parent-child,36666,15218_15217_20145,disease,developmental defect of the eye,MONDO_grouped,29364,10825,disease,atrioventricular defect-blepharophimosis-radial and anal defect syndrome,MONDO
disease_disease,parent-child,36671,43008,disease,genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,MONDO,29364,10825,disease,atrioventricular defect-blepharophimosis-radial and anal defect syndrome,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,29364,10825,disease,atrioventricular defect-blepharophimosis-radial and anal defect syndrome,MONDO
disease_disease,parent-child,36667,20158,disease,eyelids malposition disorder,MONDO,29364,10825,disease,atrioventricular defect-blepharophimosis-radial and anal defect syndrome,MONDO
disease_disease,parent-child,27655,19171,disease,familial long QT syndrome,MONDO,30331,10958,disease,"cardiac arrhythmia, ankyrin-B-related",MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,28098,10970,disease,"cardiac malformation, cleft lip/palate, microcephaly, and digital anomalies",MONDO
disease_disease,parent-child,38878,16587,disease,arrhythmogenic right ventricular cardiomyopathy,MONDO,28931,11017,disease,Naxos disease,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,31198,11044,disease,"ectrodactyly of lower limbs, congenital heart defect, and micrognathia",MONDO
disease_disease,parent-child,36671,43008,disease,genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,MONDO,29005,11050,disease,microcephaly-cardiac defect-lung malsegmentation syndrome,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,29005,11050,disease,microcephaly-cardiac defect-lung malsegmentation syndrome,MONDO
disease_disease,parent-child,28122,14152_11403_14042_14163_18901_12285,disease,left ventricular noncompaction,MONDO_grouped,27559,11482_14396_11702_11003_14100_13479_11400_12808_11095_13848_13261_12745_12704_13371_32592_12744_7269_11840_13168_10951_12362_13373_12667_12062_13147_10542_11541_13339_14073_12746_14095_13262_11094_5021_11425_11567_12364_13030_13198_13211_5200,disease,dilated cardiomyopathy,MONDO_grouped
disease_disease,parent-child,38264,20023_15222_15221,disease,respiratory or mediastinal malformation,MONDO_grouped,32165,11116,disease,lung agenesis-heart defect-thumb anomalies syndrome,MONDO
disease_disease,parent-child,38265,15930,disease,respiratory malformation,MONDO,32165,11116,disease,lung agenesis-heart defect-thumb anomalies syndrome,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,28883,14236_20681_11142,disease,"Ehlers-Danlos syndrome, musculocontractural",MONDO_grouped
disease_disease,parent-child,38295,19520,disease,syndromic lymphedema,MONDO,30150,11166,disease,lymphedema-atrial septal defects-facial changes syndrome,MONDO
disease_disease,parent-child,38538,19175,disease,primary lymphedema,MONDO,30150,11166,disease,lymphedema-atrial septal defects-facial changes syndrome,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,97726,11254,disease,"brachydactyly, intraventricular septal defect, and deafness",MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,97752,11353,disease,"atrial septal defect, secundum, with various cardiac and Noncardiac defects",MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,28922,13063_11376,disease,"ventricular fibrillation, paroxysmal familial",MONDO_grouped
disease_disease,parent-child,38906,100234,disease,paroxysmal familial ventricular fibrillation,MONDO,28922,13063_11376,disease,"ventricular fibrillation, paroxysmal familial",MONDO_grouped
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,97766,11410,disease,"Hirschsprung disease with heart defects, laryngeal anomalies, and preaxial polydactyly",MONDO
disease_disease,parent-child,30839,7702_15284_16432,disease,heart-hand syndrome,MONDO_grouped,27701,11454,disease,patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,27701,11454,disease,patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,97775,11478,disease,"growth and developintellectual disability, ocular ptosis, cardiac defect, and anal atresia",MONDO
disease_disease,parent-child,28149,20751_5469_15914_21272,disease,orthostatic hypotension,MONDO_grouped,31524,11479,disease,postural orthostatic tachycardia syndrome,MONDO
disease_disease,parent-child,35464,19117,disease,genetic nervous system disorder,MONDO,31524,11479,disease,postural orthostatic tachycardia syndrome,MONDO
disease_disease,parent-child,35660,992,disease,heart conduction disease,MONDO,31524,11479,disease,postural orthostatic tachycardia syndrome,MONDO
disease_disease,parent-child,35453,5453,disease,congenital heart disease,MONDO,32760,11514,disease,tricuspid atresia (disease),MONDO
disease_disease,parent-child,28501,13747_13769_10859_20290,disease,atrioventricular septal defect,MONDO_grouped,94896,11649,disease,AVSD 1,MONDO
disease_disease,parent-child,35439,20573,disease,inherited disease susceptibility,MONDO,28625,11650,disease,"atrioventricular septal defect, susceptibility to, 2",MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,29548,11676,disease,PHACE syndrome,MONDO
disease_disease,parent-child,35453,5453,disease,congenital heart disease,MONDO,28861,24266_14878_11827,disease,patent ductus arteriosus,MONDO_grouped
disease_disease,parent-child,28816,14966_32588_30061_14240_20341,disease,periventricular nodular heterotopia,MONDO_grouped,29013,11966,disease,"periventricular heterotopia with microcephaly, autosomal recessive",MONDO
disease_disease,parent-child,28816,14966_32588_30061_14240_20341,disease,periventricular nodular heterotopia,MONDO_grouped,97827,11967,disease,"heterotopia, periventricular, associated with chromosome 5P anomalies",MONDO
disease_disease,parent-child,37521,20225,disease,syndromic cataract,MONDO,30976,11995,disease,cataract - congenital heart disease - neural tube defect syndrome,MONDO
